Level 1,,
Battery Stacks[2],Battery Stack,504
BMS,"Array[1..4] of ""BMS(Xerotech)""",504
BMS[1],BMS(Xerotech),504
CAN interface,USInt,504
Device ID,USInt,505
Rx,BMS_receive,506
Tx,BMS_transmit,606
BMS[2],BMS(Xerotech),618
CAN interface,USInt,618
Device ID,USInt,619
Rx,BMS_receive,620
Tx,BMS_transmit,720
BMS[3],BMS(Xerotech),732
CAN interface,USInt,732
Device ID,USInt,733
Rx,BMS_receive,734
Tx,BMS_transmit,834
BMS[4],BMS(Xerotech),846
CAN interface,USInt,846
Device ID,USInt,847
Rx,BMS_receive,848
Tx,BMS_transmit,948
BTMS,BTMS(Grayson),960
Device ID,USInt,960
Rx,BTMS_receive,962
Operating Mode,USInt,962
Pump Speed,USInt,963
Fan Speed,USInt,964
Inlet Temperature,Int,966
Outlet Temperature,Int,968
Target Temperature,Int,970
Compressor Timer,USInt,972
Protect Lock State,USInt,973
Protect Timer,USInt,974
Lock Timer,USInt,975
Software Version,USInt,976
Compressor HTCO State,USInt,977
LPCO State,USInt,978
HPCO State,USInt,979
CPS State,USInt,980
Fan1 HTCO State,USInt,981
Heater HTCO State,USInt,982
Level Sensor Switch State,USInt,983
Fan1 MCB State,USInt,984
Heater MCB State,USInt,985
Compressor MCB State,USInt,986
Pump MCB State,USInt,987
Fan2 MCB State,USInt,988
Fan2 HTCO State,USInt,989
Pump Pressure Flow Switch,USInt,990
Pump State,USInt,991
Fan State,USInt,992
Heater State,USInt,993
Compressor State,USInt,994
Inlet Temp Sensor State,USInt,995
Outlet Temp Sensor State,USInt,996
Temp Plausibility Error,USInt,997
F1 Refrigerant circuit over-pressure,Bool,998
F2 Refrigerant circuit under-pressure,Bool,998.1
F3 Compressor over-temperature,Bool,998.2
F4 Heater over-temperature,Bool,998.3
F5 Fan 1 over-temperature,Bool,998.4
F6 Inlet temperature sensor open circuit,Bool,998.5
F7 Inlet temperature sensor short circuit,Bool,998.6
F8 Outlet temperature sensor open circuit,Bool,998.7
F9 Outlet temperature sensor short circuit,Bool,999
F10 Temperatures disagree (not plausible),Bool,999.1
F11 Cooling prohibited due to low temperature,Bool,999.2
F12 Heating prohibited due to high temperature,Bool,999.3
F13 Pump incorrect speed,Bool,999.4
F14 Pump communications fault,Bool,999.5
F15 Pump fault (CAN),Bool,999.6
F16 Compressor circuit breaker,Bool,999.7
F17 Heater circuit breaker,Bool,1000
F18 Fan 1 circuit breaker,Bool,1000.1
F19 Not implemented,Bool,1000.2
F20 Coolant level fault (Level sensor switch),Bool,1000.3
F21 Fan 2 Over-temperature,Bool,1000.4
F22 Fan 2 circuit breaker,Bool,1000.5
F23 Not implemented,Bool,1000.6
F24 Pump circuit breaker,Bool,1000.7
F25 Flow rate fault (Pump Pressure_Flow Switch Fault),Bool,1001
F26 Not implemented,Bool,1001.1
Tx,BTMS_transmit,1002
ModeRequest,USInt,1002
SetpointRequestDegC,Int,1004
PumpSpeedRequestPercent,Int,1006
Battery Stacks[3],Battery Stack,1008
BMS,"Array[1..4] of ""BMS(Xerotech)""",1008
BMS[1],BMS(Xerotech),1008
CAN interface,USInt,1008
Device ID,USInt,1009
Rx,BMS_receive,1010
Tx,BMS_transmit,1110
BMS[2],BMS(Xerotech),1122
CAN interface,USInt,1122
Device ID,USInt,1123
Rx,BMS_receive,1124
Tx,BMS_transmit,1224
BMS[3],BMS(Xerotech),1236
CAN interface,USInt,1236
Device ID,USInt,1237
Rx,BMS_receive,1238
Tx,BMS_transmit,1338
BMS[4],BMS(Xerotech),1350
CAN interface,USInt,1350
Device ID,USInt,1351
Rx,BMS_receive,1352
Tx,BMS_transmit,1452
BTMS,BTMS(Grayson),1464
Device ID,USInt,1464
Rx,BTMS_receive,1466
Operating Mode,USInt,1466
Pump Speed,USInt,1467
Fan Speed,USInt,1468
Inlet Temperature,Int,1470
Outlet Temperature,Int,1472
Target Temperature,Int,1474
Compressor Timer,USInt,1476
Protect Lock State,USInt,1477
Protect Timer,USInt,1478
Lock Timer,USInt,1479
Software Version,USInt,1480
Compressor HTCO State,USInt,1481
LPCO State,USInt,1482
HPCO State,USInt,1483
CPS State,USInt,1484
Fan1 HTCO State,USInt,1485
Heater HTCO State,USInt,1486
Level Sensor Switch State,USInt,1487
Fan1 MCB State,USInt,1488
Heater MCB State,USInt,1489
Compressor MCB State,USInt,1490
Pump MCB State,USInt,1491
Fan2 MCB State,USInt,1492
Fan2 HTCO State,USInt,1493
Pump Pressure Flow Switch,USInt,1494
Pump State,USInt,1495
Fan State,USInt,1496
Heater State,USInt,1497
Compressor State,USInt,1498
Inlet Temp Sensor State,USInt,1499
Outlet Temp Sensor State,USInt,1500
Temp Plausibility Error,USInt,1501
F1 Refrigerant circuit over-pressure,Bool,1502
F2 Refrigerant circuit under-pressure,Bool,1502.1
F3 Compressor over-temperature,Bool,1502.2
F4 Heater over-temperature,Bool,1502.3
F5 Fan 1 over-temperature,Bool,1502.4
F6 Inlet temperature sensor open circuit,Bool,1502.5
F7 Inlet temperature sensor short circuit,Bool,1502.6
F8 Outlet temperature sensor open circuit,Bool,1502.7
F9 Outlet temperature sensor short circuit,Bool,1503
F10 Temperatures disagree (not plausible),Bool,1503.1
F11 Cooling prohibited due to low temperature,Bool,1503.2
F12 Heating prohibited due to high temperature,Bool,1503.3
F13 Pump incorrect speed,Bool,1503.4
F14 Pump communications fault,Bool,1503.5
F15 Pump fault (CAN),Bool,1503.6
F16 Compressor circuit breaker,Bool,1503.7
F17 Heater circuit breaker,Bool,1504
F18 Fan 1 circuit breaker,Bool,1504.1
F19 Not implemented,Bool,1504.2
F20 Coolant level fault (Level sensor switch),Bool,1504.3
F21 Fan 2 Over-temperature,Bool,1504.4
F22 Fan 2 circuit breaker,Bool,1504.5
F23 Not implemented,Bool,1504.6
F24 Pump circuit breaker,Bool,1504.7
F25 Flow rate fault (Pump Pressure_Flow Switch Fault),Bool,1505
F26 Not implemented,Bool,1505.1
Tx,BTMS_transmit,1506
ModeRequest,USInt,1506
SetpointRequestDegC,Int,1508
PumpSpeedRequestPercent,Int,1510
Battery Stacks[4],Battery Stack,1512
BMS,"Array[1..4] of ""BMS(Xerotech)""",1512
BMS[1],BMS(Xerotech),1512
CAN interface,USInt,1512
Device ID,USInt,1513
Rx,BMS_receive,1514
Tx,BMS_transmit,1614
BMS[2],BMS(Xerotech),1626
CAN interface,USInt,1626
Device ID,USInt,1627
Rx,BMS_receive,1628
Tx,BMS_transmit,1728
BMS[3],BMS(Xerotech),1740
CAN interface,USInt,1740
Device ID,USInt,1741
Rx,BMS_receive,1742
Tx,BMS_transmit,1842
BMS[4],BMS(Xerotech),1854
CAN interface,USInt,1854
Device ID,USInt,1855
Rx,BMS_receive,1856
Tx,BMS_transmit,1956
BTMS,BTMS(Grayson),1968
Device ID,USInt,1968
Rx,BTMS_receive,1970
Operating Mode,USInt,1970
Pump Speed,USInt,1971
Fan Speed,USInt,1972
Inlet Temperature,Int,1974
Outlet Temperature,Int,1976
Target Temperature,Int,1978
Compressor Timer,USInt,1980
Protect Lock State,USInt,1981
Protect Timer,USInt,1982
Lock Timer,USInt,1983
Software Version,USInt,1984
Compressor HTCO State,USInt,1985
LPCO State,USInt,1986
HPCO State,USInt,1987
CPS State,USInt,1988
Fan1 HTCO State,USInt,1989
Heater HTCO State,USInt,1990
Level Sensor Switch State,USInt,1991
Fan1 MCB State,USInt,1992
Heater MCB State,USInt,1993
Compressor MCB State,USInt,1994
Pump MCB State,USInt,1995
Fan2 MCB State,USInt,1996
Fan2 HTCO State,USInt,1997
Pump Pressure Flow Switch,USInt,1998
Pump State,USInt,1999
Fan State,USInt,2000
Heater State,USInt,2001
Compressor State,USInt,2002
Inlet Temp Sensor State,USInt,2003
Outlet Temp Sensor State,USInt,2004
Temp Plausibility Error,USInt,2005
F1 Refrigerant circuit over-pressure,Bool,2006
F2 Refrigerant circuit under-pressure,Bool,2006.1
F3 Compressor over-temperature,Bool,2006.2
F4 Heater over-temperature,Bool,2006.3
F5 Fan 1 over-temperature,Bool,2006.4
F6 Inlet temperature sensor open circuit,Bool,2006.5
F7 Inlet temperature sensor short circuit,Bool,2006.6
F8 Outlet temperature sensor open circuit,Bool,2006.7
F9 Outlet temperature sensor short circuit,Bool,2007
F10 Temperatures disagree (not plausible),Bool,2007.1
F11 Cooling prohibited due to low temperature,Bool,2007.2
F12 Heating prohibited due to high temperature,Bool,2007.3
F13 Pump incorrect speed,Bool,2007.4
F14 Pump communications fault,Bool,2007.5
F15 Pump fault (CAN),Bool,2007.6
F16 Compressor circuit breaker,Bool,2007.7
F17 Heater circuit breaker,Bool,2008
F18 Fan 1 circuit breaker,Bool,2008.1
F19 Not implemented,Bool,2008.2
F20 Coolant level fault (Level sensor switch),Bool,2008.3
F21 Fan 2 Over-temperature,Bool,2008.4
F22 Fan 2 circuit breaker,Bool,2008.5
F23 Not implemented,Bool,2008.6
F24 Pump circuit breaker,Bool,2008.7
F25 Flow rate fault (Pump Pressure_Flow Switch Fault),Bool,2009
F26 Not implemented,Bool,2009.1
Tx,BTMS_transmit,2010
ModeRequest,USInt,2010
SetpointRequestDegC,Int,2012
PumpSpeedRequestPercent,Int,2014
Battery Stacks[5],Battery Stack,2016
BMS,"Array[1..4] of ""BMS(Xerotech)""",2016
BMS[1],BMS(Xerotech),2016
CAN interface,USInt,2016
Device ID,USInt,2017
Rx,BMS_receive,2018
Tx,BMS_transmit,2118
BMS[2],BMS(Xerotech),2130
CAN interface,USInt,2130
Device ID,USInt,2131
Rx,BMS_receive,2132
Tx,BMS_transmit,2232
BMS[3],BMS(Xerotech),2244
CAN interface,USInt,2244
Device ID,USInt,2245
Rx,BMS_receive,2246
Tx,BMS_transmit,2346
BMS[4],BMS(Xerotech),2358
CAN interface,USInt,2358
Device ID,USInt,2359
Rx,BMS_receive,2360
Tx,BMS_transmit,2460
BTMS,BTMS(Grayson),2472
Device ID,USInt,2472
Rx,BTMS_receive,2474
Operating Mode,USInt,2474
Pump Speed,USInt,2475
Fan Speed,USInt,2476
Inlet Temperature,Int,2478
Outlet Temperature,Int,2480
Target Temperature,Int,2482
Compressor Timer,USInt,2484
Protect Lock State,USInt,2485
Protect Timer,USInt,2486
Lock Timer,USInt,2487
Software Version,USInt,2488
Compressor HTCO State,USInt,2489
LPCO State,USInt,2490
HPCO State,USInt,2491
CPS State,USInt,2492
Fan1 HTCO State,USInt,2493
Heater HTCO State,USInt,2494
Level Sensor Switch State,USInt,2495
Fan1 MCB State,USInt,2496
Heater MCB State,USInt,2497
Compressor MCB State,USInt,2498
Pump MCB State,USInt,2499
Fan2 MCB State,USInt,2500
Fan2 HTCO State,USInt,2501
Pump Pressure Flow Switch,USInt,2502
Pump State,USInt,2503
Fan State,USInt,2504
Heater State,USInt,2505
Compressor State,USInt,2506
Inlet Temp Sensor State,USInt,2507
Outlet Temp Sensor State,USInt,2508
Temp Plausibility Error,USInt,2509
F1 Refrigerant circuit over-pressure,Bool,2510
F2 Refrigerant circuit under-pressure,Bool,2510.1
F3 Compressor over-temperature,Bool,2510.2
F4 Heater over-temperature,Bool,2510.3
F5 Fan 1 over-temperature,Bool,2510.4
F6 Inlet temperature sensor open circuit,Bool,2510.5
F7 Inlet temperature sensor short circuit,Bool,2510.6
F8 Outlet temperature sensor open circuit,Bool,2510.7
F9 Outlet temperature sensor short circuit,Bool,2511
F10 Temperatures disagree (not plausible),Bool,2511.1
F11 Cooling prohibited due to low temperature,Bool,2511.2
F12 Heating prohibited due to high temperature,Bool,2511.3
F13 Pump incorrect speed,Bool,2511.4
F14 Pump communications fault,Bool,2511.5
F15 Pump fault (CAN),Bool,2511.6
F16 Compressor circuit breaker,Bool,2511.7
F17 Heater circuit breaker,Bool,2512
F18 Fan 1 circuit breaker,Bool,2512.1
F19 Not implemented,Bool,2512.2
F20 Coolant level fault (Level sensor switch),Bool,2512.3
F21 Fan 2 Over-temperature,Bool,2512.4
F22 Fan 2 circuit breaker,Bool,2512.5
F23 Not implemented,Bool,2512.6
F24 Pump circuit breaker,Bool,2512.7
F25 Flow rate fault (Pump Pressure_Flow Switch Fault),Bool,2513
F26 Not implemented,Bool,2513.1
Tx,BTMS_transmit,2514
ModeRequest,USInt,2514
SetpointRequestDegC,Int,2516
PumpSpeedRequestPercent,Int,2518
,,
,,
,,
,,
,,
,,
,,
,,
Level 6,,
Name,Data Type,Offset
Battery Stacks,"Array[1..5] of ""Battery Stack""",0
Battery Stacks[1],Battery Stack,0
BMS,"Array[1..4] of ""BMS(Xerotech)""",0
BMS[1],BMS(Xerotech),0
CAN interface,USInt,0
Device ID,USInt,1
Rx,BMS_receive,2
Hardware Version,UInt,2
Software Version,Array[0..5] of Byte,4
CAN ID of the device,USInt,10
Maximum number of BMS per stack,USInt,11
Number of active BMS per stack,USInt,12
BMS System State,USInt,13
System Fault,USInt,14
CAN1 Status,USInt,15
CAN3 Status,USInt,16
Contactor State (neg bus bar),USInt,17
Contactor State (pos bus bar),USInt,18
Contactor State (pre-charge contactor),USInt,19
Battery Health in percent,USInt,20
State of Charge,Real,22
DC Bus Voltage in V,Real,26
Total Pack Current in A,Real,30
Pack Voltage in V,Real,34
Average Cell Temperature in C,Real,38
Highest Cell Temperature in C,Real,42
Lowest Cell Temperature in C,Real,46
Inlet Coolant Pressure in PSI,Real,50
Outlet Coolant Pressure in PSI,Real,54
Remaining Energy in kWh,Real,58
Maximum Charge Current (Motoring),Real,62
Maximum Discharge Current (Motoring),Real,66
Maximum Charge Power (Plug-in Charging),Real,70
Maximum Charge Current (Plug-in Charging),Real,74
Maximum Charge Power (Motoring),Real,78
Maximum Discharge Power (Motoring),Real,82
Battery in Charge State accumulator in minutes,UInt,86
Expected time to empty in minutes,UInt,88
Full Charge cycle counter,UInt,90
Battery in Operational State accumulator in minutes,UInt,92
Expected time to fully charged in minutes,UInt,94
Request for heating,Bool,96
Request for cooling,Bool,96.1
Charging complete,Bool,96.2
ISO active,Bool,96.3
LED active,Bool,96.4
CAN3 baud rate reduction,Bool,96.5
Heartbeat,Bool,96.6
Cell overvoltage fault,Bool,96.7
Cell overvoltage warning,Bool,97
Cell undervoltage fault,Bool,97.1
Cell undervoltage warning,Bool,97.2
End-of-life fault,Bool,97.3
End-of-life warning,Bool,97.4
HVIL fault,Bool,97.5
BMS 24V supply overvoltage fault,Bool,97.6
BMS 24V supply undervoltage fault,Bool,97.7
Pack overcurrent fault while charging,Bool,98
Pack overcurrent warning while charging,Bool,98.1
Pack overcurrent fault while discharging,Bool,98.2
Pack overcurrent warning while discharging,Bool,98.3
Pack overtemperature fault,Bool,98.4
Pack overtemperature warning,Bool,98.5
Pack undertemperature warning,Bool,98.6
Pack overvoltage fault,Bool,98.7
Pack overvoltage warning,Bool,99
Pack undervoltage fault,Bool,99.1
Pack undervoltage warning,Bool,99.2
Temperature difference fault,Bool,99.3
Loss of power control fault,Bool,99.4
Loss of power control warning,Bool,99.5
Isolation fault,Bool,99.6
Isolation warning,Bool,99.7
Pack overcharge fault,Bool,100
Pack overdischarge fault,Bool,100.1
Inlet coolant overpressure warning,Bool,100.2
Inlet coolant overpressure fault,Bool,100.3
Outlet coolant overpressure warning,Bool,100.4
Outlet coolant overpressure fault,Bool,100.5
Tx,BMS_transmit,102
Ambient Temperature in C,SInt,102
State of Charge setpoint in percent,SInt,103
Pack Voltage setpoint in V,Int,104
Command BMS sleep mode,Bool,106
Command BMS power up,Bool,106.1
Command BMS power down,Bool,106.2
Command BMS emergency,Bool,106.3
Command BMS plug-in charge,Bool,106.4
Command BMS stop charging,Bool,106.5
Isolation disable,Bool,106.6
LED mode,Bool,106.7
Change LED mode,Bool,107
New pack ID,USInt,108
Change pack ID,Bool,109
CAN3 baud rate reduction,Bool,109.1
Change baud rate,Bool,109.2
Maximum number of packs per stack,USInt,110
Change max number of packs per stack,Bool,111
Passcode,USInt,112
BMS[2],BMS(Xerotech),114
CAN interface,USInt,114
Device ID,USInt,115
Rx,BMS_receive,116
Hardware Version,UInt,116
Software Version,Array[0..5] of Byte,118
CAN ID of the device,USInt,124
Maximum number of BMS per stack,USInt,125
Number of active BMS per stack,USInt,126
BMS System State,USInt,127
System Fault,USInt,128
CAN1 Status,USInt,129
CAN3 Status,USInt,130
Contactor State (neg bus bar),USInt,131
Contactor State (pos bus bar),USInt,132
Contactor State (pre-charge contactor),USInt,133
Battery Health in percent,USInt,134
State of Charge,Real,136
DC Bus Voltage in V,Real,140
Total Pack Current in A,Real,144
Pack Voltage in V,Real,148
Average Cell Temperature in C,Real,152
Highest Cell Temperature in C,Real,156
Lowest Cell Temperature in C,Real,160
Inlet Coolant Pressure in PSI,Real,164
Outlet Coolant Pressure in PSI,Real,168
Remaining Energy in kWh,Real,172
Maximum Charge Current (Motoring),Real,176
Maximum Discharge Current (Motoring),Real,180
Maximum Charge Power (Plug-in Charging),Real,184
Maximum Charge Current (Plug-in Charging),Real,188
Maximum Charge Power (Motoring),Real,192
Maximum Discharge Power (Motoring),Real,196
Battery in Charge State accumulator in minutes,UInt,200
Expected time to empty in minutes,UInt,202
Full Charge cycle counter,UInt,204
Battery in Operational State accumulator in minutes,UInt,206
Expected time to fully charged in minutes,UInt,208
Request for heating,Bool,210
Request for cooling,Bool,210.1
Charging complete,Bool,210.2
ISO active,Bool,210.3
LED active,Bool,210.4
CAN3 baud rate reduction,Bool,210.5
Heartbeat,Bool,210.6
Cell overvoltage fault,Bool,210.7
Cell overvoltage warning,Bool,211
Cell undervoltage fault,Bool,211.1
Cell undervoltage warning,Bool,211.2
End-of-life fault,Bool,211.3
End-of-life warning,Bool,211.4
HVIL fault,Bool,211.5
BMS 24V supply overvoltage fault,Bool,211.6
BMS 24V supply undervoltage fault,Bool,211.7
Pack overcurrent fault while charging,Bool,212
Pack overcurrent warning while charging,Bool,212.1
Pack overcurrent fault while discharging,Bool,212.2
Pack overcurrent warning while discharging,Bool,212.3
Pack overtemperature fault,Bool,212.4
Pack overtemperature warning,Bool,212.5
Pack undertemperature warning,Bool,212.6
Pack overvoltage fault,Bool,212.7
Pack overvoltage warning,Bool,213
Pack undervoltage fault,Bool,213.1
Pack undervoltage warning,Bool,213.2
Temperature difference fault,Bool,213.3
Loss of power control fault,Bool,213.4
Loss of power control warning,Bool,213.5
Isolation fault,Bool,213.6
Isolation warning,Bool,213.7
Pack overcharge fault,Bool,214
Pack overdischarge fault,Bool,214.1
Inlet coolant overpressure warning,Bool,214.2
Inlet coolant overpressure fault,Bool,214.3
Outlet coolant overpressure warning,Bool,214.4
Outlet coolant overpressure fault,Bool,214.5
Tx,BMS_transmit,216
Ambient Temperature in C,SInt,216
State of Charge setpoint in percent,SInt,217
Pack Voltage setpoint in V,Int,218
Command BMS sleep mode,Bool,220
Command BMS power up,Bool,220.1
Command BMS power down,Bool,220.2
Command BMS emergency,Bool,220.3
Command BMS plug-in charge,Bool,220.4
Command BMS stop charging,Bool,220.5
Isolation disable,Bool,220.6
LED mode,Bool,220.7
Change LED mode,Bool,221
New pack ID,USInt,222
Change pack ID,Bool,223
CAN3 baud rate reduction,Bool,223.1
Change baud rate,Bool,223.2
Maximum number of packs per stack,USInt,224
Change max number of packs per stack,Bool,225
Passcode,USInt,226
BMS[3],BMS(Xerotech),228
CAN interface,USInt,228
Device ID,USInt,229
Rx,BMS_receive,230
Hardware Version,UInt,230
Software Version,Array[0..5] of Byte,232
CAN ID of the device,USInt,238
Maximum number of BMS per stack,USInt,239
Number of active BMS per stack,USInt,240
BMS System State,USInt,241
System Fault,USInt,242
CAN1 Status,USInt,243
CAN3 Status,USInt,244
Contactor State (neg bus bar),USInt,245
Contactor State (pos bus bar),USInt,246
Contactor State (pre-charge contactor),USInt,247
Battery Health in percent,USInt,248
State of Charge,Real,250
DC Bus Voltage in V,Real,254
Total Pack Current in A,Real,258
Pack Voltage in V,Real,262
Average Cell Temperature in C,Real,266
Highest Cell Temperature in C,Real,270
Lowest Cell Temperature in C,Real,274
Inlet Coolant Pressure in PSI,Real,278
Outlet Coolant Pressure in PSI,Real,282
Remaining Energy in kWh,Real,286
Maximum Charge Current (Motoring),Real,290
Maximum Discharge Current (Motoring),Real,294
Maximum Charge Power (Plug-in Charging),Real,298
Maximum Charge Current (Plug-in Charging),Real,302
Maximum Charge Power (Motoring),Real,306
Maximum Discharge Power (Motoring),Real,310
Battery in Charge State accumulator in minutes,UInt,314
Expected time to empty in minutes,UInt,316
Full Charge cycle counter,UInt,318
Battery in Operational State accumulator in minutes,UInt,320
Expected time to fully charged in minutes,UInt,322
Request for heating,Bool,324
Request for cooling,Bool,324.1
Charging complete,Bool,324.2
ISO active,Bool,324.3
LED active,Bool,324.4
CAN3 baud rate reduction,Bool,324.5
Heartbeat,Bool,324.6
Cell overvoltage fault,Bool,324.7
Cell overvoltage warning,Bool,325
Cell undervoltage fault,Bool,325.1
Cell undervoltage warning,Bool,325.2
End-of-life fault,Bool,325.3
End-of-life warning,Bool,325.4
HVIL fault,Bool,325.5
BMS 24V supply overvoltage fault,Bool,325.6
BMS 24V supply undervoltage fault,Bool,325.7
Pack overcurrent fault while charging,Bool,326
Pack overcurrent warning while charging,Bool,326.1
Pack overcurrent fault while discharging,Bool,326.2
Pack overcurrent warning while discharging,Bool,326.3
Pack overtemperature fault,Bool,326.4
Pack overtemperature warning,Bool,326.5
Pack undertemperature warning,Bool,326.6
Pack overvoltage fault,Bool,326.7
Pack overvoltage warning,Bool,327
